index,spotify_streams,youtube_views,spotify_popularity
spotify_streams,1.0,0.41726753052039045,0.36310440366652963
youtube_views,0.41726753052039045,1.0,0.1425186342097043
spotify_popularity,0.36310440366652963,0.1425186342097043,1.0
